B9401.KOLLIUTS,B9401.KOLLINR,B9401.SKAPDAT,B9401.SKAPTIM,B9401.FRDPLATS,B9403.ARTNR,B9401.EMBTYP,B9403.ARTANT,B9403.PACKNR,SERIAL NUMBER
,,19991221,214752,4-H-17-8-I,9135830,,1836,,4400001
,,20010111,130923,3-H-17-8-I,26,,0,,4400002
,,20020530,125449,2-V-5-4-I,26,,0,,4400003
,,20041217,130202,4-V-1-7-I,26,,0,,4400004
,,20060112,131559,5-V-4-13-I,41,,0,,4400005
,,20060420,100947,2-H-4-9-I,41,,0,,4400006
,,20070208,131759,2-V-7-14-I,41,,0,,4400007
,,20070208,131810,6-H-2-14-I,41,,0,,4400008
,,20070208,131816,3-H-16-14-I,41,,0,,4400009
,,20070208,131827,2-H-13-14-I,41,,0,,4400010
,,20070321,141041,1-V-5-14-I,41,,0,,4400011
,,20090527,101607,5-V-18-12-I,26,,0,,4400012
,,20090911,84138,1-V-6-3-I,41,,0,,4400013
,,20100601,124405,2-V-13-8-I,8244628,,5,,4400014
,,20110413,124922,3-V-19-7-I,26,,0,,4400015
,,20110527,105808,2-H-11-7-I,8244702,,190,,4400016
,,20110705,82221,3-V-33-10-I,8244731,,15,,4400017
,,20110909,125346,2-H-22-6-I,26,,0,,4400018
,,20120405,110711,5-V-15-8-I,21,,0,,4400019
,,20121031,123339,4-H-10-12-I,41,,0,,4400020
,,20130822,73705,1-H-23-9-I,31316094,,8640,1984750,4400021
,,20131121,143109,6-H-3-10-I,51,,0,,4400022
,,20131121,143139,2-H-16-1-I,51,,0,,4400023
,,20140213,105811,2-H-4-6-I,51,,0,,4400024
,,20140213,110353,2-V-6-6-I,51,,0,,4400025
,,20140213,110404,3-H-1-7-I,51,,0,,4400026
,,20140213,105800,6-H-6-7-I,51,,0,,4400027
,,20140213,85001,6-H-12-5-I,9465780,,24,,4400028
,,20140213,84949,2-H-19-3-I,9465780,,23,,4400029
,,20140213,84936,2-H-7-6-I,9465780,,24,,4400030
,,20140213,84905,1-V-2-4-I,9465780,,9,,4400031
,,20140213,85042,5-V-8-4-I,9465780,,24,,4400032
,,20140604,122008,1-V-7-5-I,30725325,,18,,4400033
,,20140604,122013,5-V-26-5-I,30725325,,18,,4400034
,,20140604,121956,1-H-12-5-I,30725325,,18,,4400035
,,20140604,122001,5-H-4-10-I,30725325,,18,,4400036
,,20140604,121933,5-H-3-8-I,30725325,,18,,4400037
,,20140604,121944,6-H-4-8-I,30725325,,18,,4400038
,,20140604,121927,5-H-14-5-I,30725325,,18,,4400039
,,20140604,121920,3-H-16-13-I,30725325,,12,,4400040
,,20140604,122033,1-V-19-11-I,30725325,,18,,4400041
,,20140604,122024,5-H-22-11-I,30725325,,18,,4400042
,,20140604,122040,6-H-20-6-I,30725325,,18,,4400043
,,20140612,100240,2-H-16-12-I,51,,0,,4400044
,,20140619,131355,1-V-1-14-I,51,,0,,4400045
,,20140619,105619,2-H-17-1-I,51,,0,,4400046
,,20140619,105902,2-V-2-14-I,51,,0,,4400047
,,20141215,125121,5-V-23-6-I,1298624,,60,,4400048
,,20141215,125149,6-V-27-8-I,1298626,,110,,4400049
,,20141215,124934,6-V-30-6-I,1298628,,110,,4400050
,,20150105,133736,1-H-26-9-I,1298618,,900,,4400051
,,20150126,150335,1-H-13-6-I,31375104,,8160,,4400052
,,20150126,150419,2-H-1-3-I,31375891,,8120,,4400053
,,20150126,150520,6-H-8-11-I,31375111,,8160,,4400054
,,20150210,92111,3-V-32-8-I,1298620,,900,75200061,4400055
,,20150217,163435,1-H-15-1-I,1298568,,200,,4400056
,,20150217,163534,5-V-17-9-I,1298562,,200,,4400057
,,20150217,163650,6-H-33-7-I,1298558,,200,,4400058
,,20150217,163719,6-V-23-11-I,1298560,,200,,4400059
,,20150217,163811,2-V-44-12-I,1298640,,200,,4400060
,,20150217,163838,5-V-36-7-I,1298632,,150,,4400061
,,20150217,164120,2-H-21-3-I,1298566,,200,,4400062
,,20150217,164217,4-H-45-10-Y,1298570,,200,,4400063
,,20150217,164246,3-V-4-5-I,1298630,,160,,4400064
,,20150217,164410,5-H-10-13-I,1298644,,200,,4400065
,,20150217,164439,2-H-10-11-I,1298648,,200,,4400066
,,20150217,164528,4-H-4-4-I,1298636,,200,,4400067
,,20150217,164753,4-V-27-9-I,1298564,,200,,4400068
,,20150217,165855,5-H-20-1-I,1298652,,200,,4400069
,,20150217,170409,3-V-33-10-Y,1298650,,200,,4400070
,,20150217,165757,6-H-18-7-I,1298646,,200,,4400071
,,20150217,170556,4-H-45-10-I,1298642,,200,,4400072
,,20150217,165646,3-H-22-7-I,1298638,,200,,4400073
,,20150217,165725,2-H-26-2-I,1298634,,200,,4400074
,,20150220,95935,6-V-1-4-I,31375111,,2240,,4400075
,,20150303,110300,4-V-16-4-I,51,,0,,4400076
,,20150303,110233,6-V-40-14-I,51,,0,,4400077
,,20150310,92820,6-H-33-14-I,51,,0,,4400078
,,20150310,93721,4-H-1-4-I,51,,0,,4400079
,,20150310,93521,6-H-34-14-I,51,,0,,4400080
,,20150310,122937,4-V-12-4-I,51,,0,,4400081
,,20150325,123442,3-H-1-14-I,51,,0,,4400082
,,20150330,104336,4-H-1-14-I,51,,0,,4400083
,,20150331,81258,4-V-1-4-I,51,,0,,4400084
,,20150331,93122,3-H-2-4-I,51,,0,,4400085
,,20150407,145212,3-V-7-5-I,51,,0,,4400086
,,20150407,145319,5-V-1-9-I,51,,0,,4400087
,,20150518,140918,2-V-25-8-I,1298574,,250,75200204,4400088
,,20150603,103000,5-H-17-10-I,1298572,,250,,4400089
,,20150608,135336,3-V-27-4-I,1298570,,300,,4400090
,,20150810,152254,6-H-44-14-I,6763907,,179,,4400091
,,20150914,95552,3-V-1-14-I,51,,0,,4400092
,,20150914,95618,1-V-4-8-I,51,,0,,4400093
,,20150914,95524,2-V-1-14-I,51,,0,,4400094
,,20150928,74017,2-V-35-4-I,31375841,,1440,,4400095
,,20150928,74326,1-V-1-8-I,31375834,,960,,4400096
,,20160114,84201,5-H-19-5-I,41,,170,,4400097
,,20160121,100934,6-H-16-9-I,1298578,,1200,76200018,4400098
,,20160121,100934,2-H-20-8-I,1298578,,600,76200018,4400099
,,20160121,100934,6-H-37-10-I,1298574,,600,76200018,4400100
,,20160121,100938,2-V-37-7-I,1298580,,1200,76200019,4400101
,,20160121,100938,6-H-18-13-I,1298580,,1200,76200019,4400102
,,20160121,100938,4-H-16-5-I,1298580,,600,76200019,4400103
,,20160223,130117,5-H-6-4-I,51,,0,,4400104
,,20160223,110138,6-H-13-1-I,51,,0,,4400105
,,20160310,104917,3-V-20-2-I,1298580,,300,76200068,4400106
,,20160310,104916,3-V-43-12-I,1298576,,600,76200068,4400107
,,20160311,204951,3-V-25-5-I,1298580,,1200,,4400108
,,20160428,103422,2-H-12-6-I,1298582,,835,76200126,4400109
,,20160503,121319,4-V-36-8-I,1298582,,1200,76200131,4400110
,,20160516,93343,4-V-22-3-I,1298582,,2400,76200141,4400111
,,20160609,82503,5-V-1-14-I,51,,0,,4400112
,,20160609,82347,2-H-2-14-I,51,,0,,4400113
,,20160614,94906,1-H-29-4-I,1298622,,1200,76200173,4400114
,,20160615,75345,6-V-2-7-I,51,,0,,4400115
,,20160615,103412,3-V-22-14-I,51,,0,,4400116
,,20160616,95715,6-H-3-5-I,51,,0,,4400117
,,20160617,103302,2-H-4-1-I,51,,0,,4400118
,,20160617,103334,1-H-15-7-I,51,,0,,4400119
,,20160620,95335,3-H-43-4-I,1298622,,510,,4400120
,,20160818,105326,2-V-12-8-I,1298616,,300,76200220,4400121
,,20160825,95303,3-V-5-14-I,51,,0,,4400122
,,20160901,100913,5-H-30-4-I,31375114,,9120,76200272,4400123
,,20161019,73937,3-H-2-14-I,51,,0,,4400124
,,20161024,94905,3-V-32-4-I,1298618,,600,76200285,4400125
,,20161024,94904,5-V-26-3-I,1298576,,300,76200285,4400126
,,20161024,94904,6-H-12-3-I,1298580,,1200,76200285,4400127
,,20161024,94904,3-H-43-5-I,1298580,,1200,76200285,4400128
,,20161024,94904,2-H-3-4-I,1298580,,1200,76200285,4400129
,,20161024,94904,6-H-16-9-Y,1298580,,300,76200285,4400130
,,20161024,94904,6-V-12-1-I,1298582,,600,76200285,4400131
,,20161024,94904,6-V-20-8-I,1298582,,300,76200285,4400132
,,20161102,75955,1-H-5-14-I,51,,0,,4400133
,,20161212,192114,1-H-10-5-I,26,,0,,4400134
,,20161229,94635,5-V-3-1-I,51,,0,,4400135
,,20170102,80448,5-V-2-8-I,51,,0,,4400136
,,20170102,80905,3-H-25-4-I,31460381,,1400,76200435,4400137
,,20170206,100309,3-V-1-4-I,51,,0,,4400138
,,20170206,100334,1-H-9-8-I,51,,0,,4400139
,,20170315,133307,3-H-8-12-I,1298584,,255,77200065,4400140
,,20170405,233717,4-V-27-4-I,1298584,,1200,,4400141
,,20170412,121313,4-V-10-10-I,1298586,,4200,77200086,4400142
,,20170412,121313,4-H-19-11-I,1298584,,1200,77200086,4400143
,,20170424,112107,6-V-9-14-I,1298584,,1200,77200093,4400144
,,20170626,95900,6-H-11-12-I,6763907,,14,,4400145
,,20170713,84907,4-H-9-4-I,51,,0,,4400146
,,20170713,84643,1-V-11-8-I,51,,0,,4400147
,,20170714,83458,2-V-18-6-I,51,,0,,4400148
,,20170817,132632,3-H-13-5-I,31430994,,400,,4400149
,,20170817,132610,5-V-14-12-I,31430994,,360,,4400150
,,20171023,102706,6-H-9-4-I,51,,0,,4400151
,,20171030,172211,3-H-27-1-I,26,,0,,4400152
,,20171107,191926,6-V-42-4-I,800,,0,,4400153
,,20171212,131507,5-V-35-4-I,8244801,,168,,4400154
,,20171212,132317,3-V-6-3-I,8244803,,112,,4400155
,,20171212,145345,5-H-11-10-I,8244801,,12,,4400156
,,20180223,143756,1-V-18-8-I,31430993,,310,,4400157
,,20180306,154315,5-V-14-1-I,32255024,,288,201143,4400158
,,20180306,154315,4-H-18-9-I,32255024,,288,201143,4400159
,,20180306,154315,3-V-18-1-I,32255024,,288,201143,4400160
,,20180309,163359,6-H-4-10-I,32255024,,288,201237,4400161
,,20180309,163359,5-H-14-4-I,32255024,,288,201237,4400162
,,20180309,163359,6-H-5-4-I,32255024,,288,201237,4400163
,,20180309,163359,2-H-16-11-I,32255024,,288,201237,4400164
,,20180309,163359,1-H-23-10-I,32255024,,288,201237,4400165
,,20180309,163359,4-V-13-4-I,32255024,,288,201237,4400166
,,20180312,113020,4-H-24-12-I,1298588,,2700,78200053,4400167
,,20180314,94208,2-V-24-14-I,32255024,,288,,4400168
,,20180314,94155,2-V-31-1-I,32255024,,288,,4400169
,,20180314,94142,2-V-31-10-I,32255024,,288,,4400170
,,20180314,94133,5-H-13-13-I,32255024,,288,,4400171
,,20180314,94123,5-H-28-4-I,32255024,,288,,4400172
,,20180314,94113,1-H-26-1-I,32255024,,288,,4400173
,,20180314,94057,1-H-14-7-I,32255024,,312,,4400174
,,20180503,22715,2-V-27-12-I,31480233,,400,,4400175
,,20180523,235436,2-V-22-5-I,30777567,,4,,4400176
,,20180601,80001,3-V-9-14-I,51,,0,,4400177
,,20180601,80559,6-H-5-13-I,51,,0,,4400178
,,20180601,80432,2-H-1-6-I,51,,0,,4400179
,,20180601,80738,2-H-8-7-I,51,,0,,4400180
,,20180628,172734,6-H-17-13-I,31430292,,8,,4400181
,,20180807,102757,6-H-32-6-I,26,,0,,4400182
,,20180807,103014,6-V-32-6-I,26,,0,,4400183
,,20180912,103456,6-H-5-9-I,51,,0,,4400184
,,20180926,144751,4-H-27-1-I,30725325,,10,,4400185
,,20181116,130422,5-V-37-12-I,32255304,,125,72449319,4400186
,,20181206,123502,2-H-7-8-I,32255304,,90,72460056,4400187
,,20190308,80102,4-V-3-5-I,51,,0,,4400188
,,20190311,104104,5-H-11-9-I,31316104,,960,87883131,4400189
,,20190325,113058,3-V-25-13-I,31280771,,16,133022,4400190
,,20190328,144511,6-V-40-4-I,31460381,,778,,4400191
,,20190403,121724,INKTR,42,,0,,4400192
,,20190408,162324,4-H-12-7-I,31280771,,16,134266,4400193
,,20190429,135909,3-V-22-9-I,31280771,,44,136427,4400194
,,20190506,131122,4-H-19-5-I,32263549,,160,,4400195
,,20190508,115532,5-H-35-9-I,31316104,,425,,4400196
,,20190524,211354,4-H-32-7-I,1298586,,5400,,4400197
,,20190618,183139,6-H-7-4-I,32224531,,220,,4400198
,,20190703,144204,3-V-8-14-I,26,,0,,4400199
,,20190703,81111,6-V-8-3-I,51,,0,,4400200
,,20190815,134036,3-H-8-2-I,26,,0,,4400201
,,20191007,93016,3-V-25-5-Y,30746566,,3649,324566,4400202
,,20191014,80425,5-V-4-12-I,31375844,,1440,,4400203
,,20191025,81825,6-V-14-13-I,26,,0,,4400204
,,20191028,150814,2-H-10-2-I,31367659,,30,,4400205
,,20191114,182829,4-V-24-2-I,26,,0,,4400206
,,20191210,125852,5-V-8-11-I,41,,0,,4400207
,,20191210,130112,2-H-11-12-I,41,,0,,4400208
,,20191210,130202,5-V-10-1-I,41,,0,,4400209
,,20191210,130239,5-H-16-3-I,41,,0,,4400210
,,20191211,125051,2-H-10-5-I,51,,0,,4400211
,,20191220,102239,4-H-5-14-I,26,,0,,4400212
,,20200213,143218,1-V-16-10-Y,31316006,,6992,80288482,4400213
,,20200312,131106,3-H-29-9-I,32252283,,27,,4400214
,,20200324,142042,1-H-15-1-Y,509685,,49,,4400215
,,20200403,121155,1-H-10-8-I,31439993,,1099,270404,4400216
,,20200421,74059,6-V-19-10-I,925096,,4,,4400217
,,20200429,170541,1-H-45-10-I,31669137,,720,51499147,4400218
,,20200429,170541,2-V-26-12-I,31669137,,720,51499147,4400219
,,20200429,170541,3-H-8-14-I,31669137,,720,51499147,4400220
,,20200429,170541,1-V-45-1-I,31669137,,720,51499147,4400221
,,20200511,82820,4-V-7-8-I,8950005,,8560,,4400222
,,20200512,114935,1-V-5-2-I,31669137,,720,51500549,4400223
,,20200512,114935,4-V-10-6-I,31669137,,720,51500549,4400224
,,20200512,114935,3-H-16-2-I,31669137,,720,51500549,4400225
,,20200512,114935,3-H-27-5-I,31669137,,180,51500549,4400226
,,20200514,134105,6-H-25-1-I,1298614,,200,47645821,4400227
,,20200528,131513,6-V-4-7-I,31492319,,48,,4400228
,,20200528,134615,5-V-17-9-Y,31492319,,70,,4400229
,,20200603,74248,1-H-22-8-I,31439993,,2097,,4400230
,,20200608,103203,5-H-3-3-I,31669137,,325,,4400231
,,20200608,103533,4-V-12-8-I,31669137,,540,,4400232
,,20200609,110422,1-V-17-3-I,31375114,,2880,,4400233
,,20200611,103703,5-V-30-6-I,1298614,,600,47396071,4400234
,,20200623,131544,4-V-27-5-I,31206526,,24850,,4400235
,,20200625,130505,2-H-34-6-I,1298614,,600,47176461,4400236
,,20200625,130505,2-V-34-6-I,1298614,,600,47176461,4400237
,,20200730,150615,6-H-14-8-I,31430992,,390,17662639,4400238
,,20200731,93403,3-H-11-1-I,1298578,,2749,,4400239
,,20200731,93749,1-H-13-14-I,1298586,,2700,,4400240
,,20200731,94018,4-V-12-13-I,1298582,,900,,4400241
,,20200731,94251,2-H-24-1-I,1298622,,450,,4400242
,,20200731,94451,2-H-7-4-I,1298616,,600,,4400243
,,20200731,94903,6-H-16-11-I,1298582,,636,,4400244
,,20200731,82007,1-H-2-2-I,1298588,,4750,,4400245
,,20200731,81606,5-V-24-14-I,1298584,,1200,,4400246
,,20200804,85339,6-H-11-13-I,31316040,,1017,,4400247
,,20200804,123008,2-V-20-10-I,30668639,,600,81655529,4400248
,,20200811,82417,6-V-34-12-I,30668639,,1000,81656244,4400249
,,20200812,100744,5-H-15-9-I,985136,,600,9797721,4400250
,,20200820,133658,4-H-30-8-I,509483,,259,,4400251
,,20200820,151246,3-H-9-4-I,31679974,,576,51083061,4400252
,,20200820,151246,5-H-12-13-I,31679974,,576,51083061,4400253
,,20200820,151246,5-V-32-2-I,31679974,,576,51083061,4400254
,,20200820,151246,5-H-23-1-I,31679974,,576,51083061,4400255
,,20200820,151246,6-V-14-5-I,31679974,,576,51083061,4400256
,,20200820,151246,3-V-20-10-I,31679974,,576,51083061,4400257
,,20200820,151246,5-V-32-4-I,31679974,,576,51083061,4400258
,,20200820,134603,6-V-13-1-I,31430992,,400,17725158,4400259
,,20200824,92820,4-V-9-8-I,985860,,23600,,4400260
,,20200824,92539,1-H-13-12-I,30668639,,200,,4400261
,,20200825,143330,5-H-34-8-I,982615,,1032,92208099,4400262
,,20200825,151152,4-H-28-8-I,30668639,,600,81658433,4400263
,,20200827,110356,6-H-32-13-I,30668639,,800,,4400264
,,20200901,145804,1-V-23-1-I,982615,,4000,92211099,4400265
,,20200901,133151,6-V-3-8-I,30668639,,1000,81660065,4400266
,,20200903,124423,1-H-17-10-I,31430992,,400,17779243,4400267
,,20200903,124423,2-H-6-5-I,31430991,,400,17784374,4400268
,,20200908,155144,3-V-32-4-Y,30668639,,600,81662205,4400269
,,20200910,154955,4-V-32-12-I,31430992,,400,17816792,4400270
,,20200915,135933,2-H-22-5-I,30668639,,800,81664210,4400271
,,20200917,100351,5-V-14-1-Y,987966,,2750,9841739,4400272
,,20200922,140908,6-V-40-4-Y,985373,,1400,9851352,4400273
,,20200924,123335,5-H-11-10-Y,31430992,,400,17878233,4400274
,,20200928,140904,6-H-15-7-I,31375113,,9600,87308143,4400275
,,20200928,140904,5-V-21-11-I,32224531,,9600,87308143,4400276
,,20200929,193525,2-H-31-7-I,31316104,,480,,4400277
,,20200929,220702,2-V-8-4-I,31316101,,9120,,4400278
,,20200929,132504,4-H-24-3-I,987966,,1500,9861134,4400279
,,20200930,130343,5-V-24-11-I,30668639,,800,,4400280
,,20200930,132734,4-V-25-10-I,30668639,,1000,81668088,4400281
,,20201001,112905,3-V-29-5-I,31430992,,400,17898886,4400282
,,20201005,114631,2-V-3-8-I,31492319,,10,,4400283
,,20201005,114900,2-H-28-10-I,31492319,,240,,4400284
,,20201005,114756,3-V-17-4-I,31492319,,240,,4400285
,,20201005,114830,3-V-13-7-I,31492319,,240,,4400286
,,20201005,114937,5-V-3-4-I,31492319,,40,,4400287
,,20201005,115022,6-V-30-6-Y,31492319,,240,,4400288
,,20201005,115040,2-H-9-5-I,31492319,,240,,4400289
,,20201005,115210,6-V-14-14-I,31492319,,240,,4400290
,,20201005,115415,4-V-24-8-I,31492319,,240,,4400291
,,20201008,95238,1-H-14-8-I,6767802,,2324,,4400292
,,20201008,113434,4-V-19-9-I,31430991,,400,17936427,4400293
,,20201008,113434,2-V-6-4-I,31430991,,400,17936427,4400294
,,20201008,113434,4-H-5-5-I,31430991,,400,17936427,4400295
,,20201009,94230,2-H-5-14-I,26,,0,,4400296
,,20201009,94250,1-V-6-14-I,26,,0,,4400297
,,20201012,135707,2-V-6-7-I,31375113,,9600,87511842,4400298
,,20201013,82752,5-V-15-12-I,32224531,,480,,4400299
,,20201013,143046,2-H-14-5-I,32138786,,18,776252,4400300
,,20201022,83243,6-V-2-5-I,31375831,,2400,193309,4400301
,,20201028,100015,2-V-12-8-Y,6767804,,539,,4400302
,,20201028,81205,4-H-19-11-Y,6842273,,612,75723435,4400303
,,20201105,114304,2-V-19-5-I,981204,,264,80593405,4400304
,,20201112,123221,5-V-14-12-Y,31430992,,400,18099486,4400305
,,20201112,123221,5-H-34-8-Y,31430991,,400,18099488,4400306
,,20201117,154555,4-H-4-4-Y,31460458,,39,4337196,4400307
,,20201125,102747,4-H-13-4-I,509379,,476,,4400308
,,20201130,130957,3-V-30-9-I,30671519,,70,503203,4400309
,,20201130,160105,3-V-8-5-I,1298614,,600,471250,4400310
,,20201202,182853,6-H-2-8-I,31359350,,24,,4400311
,,20201203,92341,1-H-12-10-I,987966,,250,9940742,4400312
,,20201208,144327,1-V-23-11-I,987966,,250,9952297,4400313
,,20201209,150703,6-H-21-11-I,31375831,,960,199540,4400314
,,20201210,143749,1-V-15-8-I,31430991,,400,18222957,4400315
,,20201215,232028,2-H-12-8-I,710,,0,,4400316
,,20201215,93115,6-V-14-14-Y,987966,,250,1105104,4400317
,,20201221,170921,4-V-21-12-I,31430894,,135,,4400318
,,20201222,93528,6-V-7-10-I,51,,0,,4400319
,,20210107,114251,5-H-28-10-I,1298612,,4200,,4400320
,,20210107,114400,4-H-19-9-I,1298614,,5400,,4400321
,,20210119,220435,3-H-22-12-I,31480231,,400,,4400322
,,20210121,140830,6-V-19-10-Y,31480231,,400,18355888,4400323
,,20210125,144327,4-V-13-8-Y,32137260,,871,,4400324
,,20210127,170042,6-V-6-5-I,26,,0,,4400325
,,20210128,151421,3-V-11-2-I,31480231,,400,18387059,4400326
,,20210129,110045,3-H-1-4-I,32290465,,180,,4400327
,,20210129,105955,6-H-21-8-I,32290465,,180,,4400328
,,20210202,115330,5-H-11-4-I,32137532,,11,,4400329
,,20210203,124352,5-V-16-5-I,8631655,,8000,690571,4400330
,,20210224,133902,2-V-17-4-I,32240930,,9,,4400331
,,20210224,125604,1-H-13-7-I,32240929,,54,,4400332
,,20210302,130155,3-H-4-11-I,32140108,,665,51583514,4400333
,,20210303,160034,2-H-9-5-Y,32140033,,14632,291421,4400334
,,20210305,110804,1-V-5-7-I,32140108,,720,51584787,4400335
,,20210305,110804,1-V-8-12-I,32140108,,720,51584787,4400336
,,20210309,180740,2-H-6-6-I,32140108,,720,51585832,4400337
,,20210309,180740,5-H-1-13-I,32140108,,720,51585832,4400338
,,20210319,100245,1-V-14-3-I,30624472,,1200,,4400339
,,20210322,82312,6-V-39-12-I,32240185,,24,78118574,4400340
,,20210406,101826,4-H-3-11-I,1298590,,900,471380,4400341
,,20210414,221101,3-H-13-4-I,26,,0,,4400342
,,20210420,214940,5-V-2-11-I,26,,0,,4400343
,,20210420,214854,4-V-21-11-I,26,,0,,4400344
,,20210423,92547,5-H-8-1-I,32240185,,2,,4400345
,,20210505,93855,1-H-2-3-I,26,,0,,4400346
,,20210505,65917,5-H-23-12-I,31480174,,1120,81433188,4400347
,,20210505,65917,1-V-9-7-I,31480174,,1120,81433188,4400348
,,20210505,65917,6-V-5-10-I,31480174,,1120,81433188,4400349
,,20210604,112429,6-H-4-14-I,26,,0,,4400350
,,20210604,112447,4-V-8-7-I,26,,0,,4400351
,,20210604,133317,3-H-7-8-I,982615,,658,,4400352
,,20210607,144633,6-H-8-4-I,983750,,100,1393118,4400353
,,20210609,172335,3-V-5-1-I,32213501,,9360,,4400354
,,20210610,144823,4-H-18-10-I,31480174,,1120,,4400355
,,20210610,144633,4-V-2-8-I,31480174,,420,,4400356
,,20210617,122516,4-H-35-2-I,31480231,,400,18918669,4400357
,,20210621,142115,5-H-38-2-Y,985373,,4550,,4400358
,,20210701,135538,5-H-29-9-I,31430292,,6,,4400359
,,20210708,143233,2-H-2-5-I,51,,0,,4400360
,,20210708,130522,6-V-6-8-I,51,,0,,4400361
,,20210712,161704,6-V-7-5-I,32224534,,1440,871950,4400362
,,20210714,125314,6-V-18-2-I,31492740,,71,301397,4400363
,,20210714,125314,2-V-24-14-Y,31492741,,78,301397,4400364
,,20210714,82504,2-V-2-10-I,32213554,,6720,871960,4400365
,,20210811,143659,6-V-2-8-I,32280517,,4,,4400366
,,20210818,153824,6-H-7-4-Y,31492326,,40,,4400367
,,20210825,225736,2-H-22-3-I,710,,0,,4400368
,,20210913,211140,5-H-32-12-I,32213551,,7440,,4400369
,,20210915,83455,4-H-10-5-I,31375834,,1920,229005,4400370
,,20210924,95524,3-V-24-14-I,31375602,,2310,,4400371
,,20210928,140703,6-H-9-9-I,26,,0,,4400372
,,20210929,145053,1-H-5-4-I,31679974,,576,,4400373
,,20211007,90828,3-H-17-3-I,31375841,,1920,230410,4400374
,,20211019,143017,4-H-36-13-I,31375844,,1920,232900,4400375
,,20211206,142504,4-H-20-9-I,31316104,,480,87310401,4400376
,,20211214,100220,4-H-14-3-I,32213521,,480,,4400377
,,20211215,162438,3-V-31-8-I,31375833,,3840,239439,4400378
,,20220110,133630,3-V-17-5-I,12,,0,,4400379
,,20220117,142119,4-H-17-11-I,1298608,,6600,,4400380
,,20220120,75630,3-H-6-4-I,31375833,,3840,243618,4400381
,,20220126,72936,6-V-15-10-I,51,,0,,4400382
,,20220202,112801,3-V-14-9-I,31375833,,3840,245496,4400383
,,20220207,100147,5-H-2-12-I,32213533,,9600,87134021,4400384
,,20220210,121249,5-H-1-8-I,31480231,,400,19782276,4400385
,,20220210,121250,2-H-23-6-I,31430992,,400,19787469,4400386
,,20220222,141054,5-V-28-13-I,8631655,,22563,,4400387
,,20220302,135714,6-H-12-9-Y,30624533,,1488,1666754,4400388
,,20220304,133719,1-V-1-5-Y,985869,,325,,4400389
,,20220304,133800,3-V-1-8-I,30746588,,33,,4400390
,,20220304,134844,2-H-21-3-Y,983750,,81,,4400391
,,20220304,141645,5-V-18-13-I,31492260,,17,,4400392
,,20220304,142227,4-H-21-6-I,31492326,,28,,4400393
,,20220304,142714,2-H-22-5-Y,30681138,,1538,,4400394
,,20220307,143625,3-V-13-7-Y,986820,,483,,4400395
,,20220307,151112,3-V-14-1-I,31492319,,228,,4400396
,,20220307,152115,5-V-18-8-I,31109188,,177,,4400397
,,20220307,135135,6-V-28-8-I,987736,,4200,3167589,4400398
,,20220307,135135,2-H-26-5-I,987736,,300,3167589,4400399
,,20220308,74003,3-H-7-6-Y,30746686,,289,,4400400
,,20220316,204527,5-V-9-8-I,30624533,,1360,1683588,4400401
,,20220318,131359,6-V-26-8-I,32140157,,80,,4400402
,,20220318,131419,1-V-20-2-I,32140157,,80,,4400403
,,20220318,131611,5-V-30-13-I,32140157,,80,,4400404
,,20220322,142033,6-V-1-6-I,1298612,,7200,,4400405
,,20220322,111815,3-H-24-3-I,32255303,,186,,4400406
,,20220322,111842,3-V-20-9-I,32255303,,104,,4400407
,,20220322,112129,5-V-6-4-I,32255302,,359,,4400408
,,20220322,111911,2-H-18-5-I,32255304,,45,,4400409
,,20220322,114017,5-H-23-6-I,31375833,,3840,251020,4400410
,,20220323,140537,2-H-21-8-I,30624533,,376,1683586,4400411
,,20220328,155046,3-H-7-6-I,30624533,,400,1197272,4400412
,,20220328,135424,3-V-24-4-I,32140157,,80,,4400413
,,20220328,123346,5-H-3-5-I,32140157,,80,,4400414
,,20220328,135734,4-H-22-10-I,32140157,,80,,4400415
,,20220401,141443,2-H-17-11-I,30624533,,160,1709926,4400416
,,20220405,55622,5-V-18-14-I,30624533,,160,1248423,4400417
,,20220406,124524,4-V-9-8-Y,982781,,10250,3175417,4400418
,,20220411,165727,3-H-11-3-I,30624533,,240,1248420,4400419
,,20220413,101946,3-H-25-9-I,30624533,,160,1721119,4400420
,,20220413,122441,5-V-27-10-I,982781,,14500,3177899,4400421
,,20220415,95659,1-V-16-10-I,30624533,,320,1857032,4400422
,,20220419,131451,6-H-30-14-I,51,,0,,4400423
,,20220419,131506,6-V-46-12-I,51,,0,,4400424
,,20220420,132434,6-H-15-8-I,30624533,,320,1732752,4400425
,,20220421,74019,2-V-27-12-Y,30624604,,2273,,4400426
,,20220422,144035,4-V-13-8-I,30624533,,80,1732751,4400427
,,20220425,131345,2-V-29-4-I,30624533,,240,1248422,4400428
,,20220425,141313,4-V-7-13-I,1298610,,600,3151251,4400429
,,20220425,141806,2-V-23-6-I,31437205,,192,35068452,4400430
,,20220425,141806,6-V-24-6-I,31437205,,192,35068452,4400431
,,20220425,141806,5-V-10-2-I,31437205,,148,35068452,4400432
,,20220426,165604,2-V-11-2-I,32252302,,77,2201165,4400433
,,20220426,165604,4-H-15-10-I,32252302,,120,2201165,4400434
,,20220426,133909,2-H-27-10-I,32249215,,98,254208,4400435
,,20220426,160927,2-H-8-8-I,31342468,,232,,4400436
,,20220427,195706,4-H-10-4-I,32249114,,16,,4400437
