B9401.KOLLIUTS,B9401.KOLLINR,B9401.SKAPDAT,B9401.SKAPTIM,B9401.FRDPLATS,B9403.ARTNR,B9401.EMBTYP,B9403.ARTANT,B9403.PACKNR,SERIAL NUMBER
,,20230622,144203,6-V-20-11-I,32140027,L4,280,,4405441
,,20230622,190154,1-H-37-3-I,32140027,L4,280,,4405442
,,20230622,103454,5-H-10-10-I,31368380,L3,63,1179461,4405443
,,20230622,123956,3-V-26-3-I,32137470,L2,490,127858,4405444
,,20230622,123956,2-H-11-5-I,32298621,L2,490,127858,4405445
,,20230622,123956,4-H-39-11-I,32298621,L2,490,127858,4405446
,,20230622,123956,5-H-28-9-Y,32298287,K2,864,127859,4405447
,,20230622,120627,2-V-40-3-I,32140068,L3,144,576062,4405448
,,20230622,120627,1-V-14-9-I,32140068,L3,144,576062,4405449
,,20230622,120627,6-H-38-5-I,32140068,L3,144,576062,4405450
,,20230622,120627,2-H-40-3-I,32140068,L3,144,576062,4405451
,,20230622,120627,3-H-39-3-I,32140068,L3,144,576062,4405452
,,20230622,120627,1-V-26-14-I,32140068,L3,144,576062,4405453
,,20230622,120627,6-V-38-3-I,32140068,L3,144,576062,4405454
,,20230622,120627,4-H-14-6-I,32140068,L3,144,576062,4405455
,,20230622,120627,5-H-37-5-I,32140068,L3,144,576062,4405456
,,20230622,120627,2-H-34-9-I,32140068,L3,144,576062,4405457
,,20230622,120627,3-H-39-6-I,32140068,L3,144,576062,4405458
,,20230622,120627,6-V-11-14-I,32140068,L3,144,576062,4405459
,,20230622,90251,2-H-8-3-I,31493255,L4,768,21248041,4405460
,,20230622,82627,4-V-44-2-I,31460246,L4,1056,521151,4405461
,,20230622,170108,1-H-24-5-I,31480558,K3,75,,4405462
,,20230622,125602,4-V-31-1-Y,32380012,K3,72,24643790,4405463
,,20230622,125602,2-H-38-11-I,32380012,K3,72,24643790,4405464
,,20230622,125602,1-H-27-6-I,32380012,K3,72,24643790,4405465
,,20230622,125602,1-H-25-7-Y,32380012,K3,72,24643790,4405466
,,20230622,125602,4-V-25-5-I,32380012,K3,72,24643790,4405467
,,20230622,125602,2-H-38-10-Y,32380012,K3,72,24643790,4405468
,,20230622,125602,3-V-4-4-I,32380012,K3,72,24643790,4405469
,,20230622,115434,5-H-24-11-I,31480478,L4,368,410511,4405470
,,20230622,115434,1-V-3-10-I,32224651,L4,512,410511,4405471
,,20230622,115434,2-H-6-1-I,31480478,L4,368,410511,4405472
,,20230622,115434,2-V-26-3-I,31480478,L4,368,410511,4405473
,,20230622,115434,4-V-44-6-I,31321050,L4,1120,410511,4405474
,,20230622,115434,1-H-19-5-I,32138710,L3,36,410511,4405475
,,20230622,115434,6-H-32-5-I,32138710,L3,36,410511,4405476
,,20230622,115434,3-V-33-14-I,32138710,L3,36,410511,4405477
,,20230622,115434,6-V-32-5-I,32138710,L3,36,410511,4405478
,,20230622,115434,2-H-34-4-I,32138710,L3,36,410511,4405479
,,20230622,115434,2-H-24-5-I,32138710,L3,36,410511,4405480
,,20230622,115435,4-V-5-3-I,31430929,L4,384,410511,4405481
,,20230622,115435,4-V-38-1-I,32257808,L4,48,410511,4405482
,,20230622,115435,3-H-38-2-I,32257808,L4,48,410511,4405483
,,20230622,115435,4-H-43-12-I,32257808,L4,48,410511,4405484
,,20230622,115435,6-V-43-3-I,32257808,L4,48,410511,4405485
,,20230622,115435,2-V-40-1-I,32257808,L4,48,410511,4405486
,,20230622,115435,2-V-17-3-I,32257808,L4,48,410511,4405487
,,20230622,115435,2-V-46-7-I,32257808,L4,48,410511,4405488
,,20230622,115435,2-H-8-12-I,32257808,L4,48,410511,4405489
,,20230622,115435,5-H-24-13-I,31430929,L4,384,410511,4405490
,,20230622,115435,2-V-7-7-I,32257808,L4,48,410511,4405491
,,20230622,115435,1-H-32-1-I,32257808,L4,48,410511,4405492
,,20230622,115435,1-V-28-10-I,32257808,L4,48,410511,4405493
,,20230622,115435,6-V-42-9-I,31430929,L4,384,410511,4405494
,,20230622,115435,6-H-45-9-I,32257808,L4,48,410511,4405495
,,20230622,115435,3-H-27-10-I,32257808,L4,48,410511,4405496
,,20230622,115435,1-H-30-3-I,32257808,L4,48,410511,4405497
,,20230622,115434,4-V-26-6-I,32138711,L3,90,410511,4405498
,,20230622,115434,2-V-31-14-I,32138711,L3,90,410511,4405499
,,20230622,115435,3-H-2-10-I,31430929,L4,384,410511,4405500
,,20230622,115434,5-V-32-13-I,32138711,L3,90,410511,4405501
,,20230622,113029,1-V-44-6-I,31430611,L4,1600,50143855,4405502
,,20230622,113029,5-V-7-9-I,31460297,L4,1120,50143855,4405503
,,20230622,113029,1-V-44-7-I,31430611,L4,1600,50143855,4405504
,,20230622,113029,1-V-44-11-I,31430611,L4,1600,50143855,4405505
,,20230622,113029,4-H-33-14-I,31493570,L4,3456,50143855,4405506
,,20230622,113029,6-H-10-7-I,32240561,L4,2304,50143855,4405507
,,20230622,120115,6-V-24-8-I,31480325,L3,18,5037983,4405508
,,20230622,131647,5-H-1-6-I,31316041,L4,2400,375315,4405509
,,20230622,155832,3-V-37-9-I,32222463,L4,216,23777,4405510
,,20230622,155832,4-V-45-10-I,32222463,L4,216,23777,4405511
,,20230622,155833,2-V-36-13-Y,32335240,K2,960,23777,4405512
,,20230622,155833,3-H-35-10-I,32298500,L3,180,23777,4405513
,,20230622,155833,1-V-16-8-I,32298500,L3,180,23777,4405514
,,20230622,155833,5-H-34-2-I,32298500,L3,180,23777,4405515
,,20230622,155833,2-V-36-12-I,32298500,L3,180,23777,4405516
,,20230622,155833,6-H-34-3-I,32298500,L3,180,23777,4405517
,,20230622,155833,5-V-33-10-I,32298499,L3,180,23777,4405518
,,20230622,155833,5-V-34-10-I,32298499,L3,180,23777,4405519
,,20230622,155833,3-H-11-11-I,32298499,L3,180,23777,4405520
,,20230622,155833,4-H-42-11-I,32298499,L3,180,23777,4405521
,,20230622,155833,6-V-23-1-I,32298499,L3,180,23777,4405522
,,20230622,113953,6-V-25-5-I,32298514,L2,192,23792,4405523
,,20230622,113953,2-V-31-8-I,32298514,L2,192,23792,4405524
,,20230622,103249,5-H-29-8-I,31459811,L1,480,753982,4405525
,,20230622,93146,2-V-42-3-I,32249270,L4,128,87271337,4405526
,,20230622,93146,6-V-7-1-I,32140082,L4,480,87271337,4405527
,,20230622,93145,2-H-20-3-I,31491816,L2,1120,87271337,4405528
,,20230622,93145,1-V-38-2-I,32249851,L4,1600,87271337,4405529
,,20230622,130734,3-H-39-9-I,30624532,K1,480,,4405530
,,20230622,130806,3-V-28-6-Y,30624532,K1,1200,,4405531
,,20230622,130835,6-V-28-8-Y,30624532,K1,1200,,4405532
,,20230622,130911,3-V-16-12-Y,30624532,K1,1200,,4405533
,,20230622,131316,1-V-18-6-Y,30624532,K1,1200,,4405534
,,20230622,131223,3-H-15-5-I,30624532,K1,1200,,4405535
,,20230622,130857,6-H-18-7-Y,30624532,K1,1200,,4405536
,,20230622,131341,6-H-24-4-I,30624532,K1,1200,,4405537
,,20230622,130822,4-H-22-13-I,30624532,K1,1200,,4405538
,,20230622,131131,3-V-10-4-I,30624532,K1,1200,,4405539
,,20230622,130135,3-V-27-13-I,31401869,L4,640,6049834,4405540
,,20230622,130135,4-H-18-3-I,31401869,L4,640,6049834,4405541
,,20230622,130135,6-H-3-14-I,31401869,L4,640,6049834,4405542
,,20230622,130136,4-H-18-2-I,31480238,L4,192,6049834,4405543
,,20230622,130136,6-H-28-14-I,31480238,L4,192,6049834,4405544
,,20230622,130136,1-H-3-9-I,31480238,L4,192,6049834,4405545
,,20230622,130136,2-H-46-14-I,31480238,L4,192,6049834,4405546
,,20230622,130135,5-V-9-11-I,31401869,L4,640,6049834,4405547
,,20230622,130136,1-V-16-2-I,31480238,L4,192,6049834,4405548
,,20230622,130135,1-V-11-11-I,32137343,L4,192,6049834,4405549
,,20230622,130135,5-V-25-12-I,32137343,L4,192,6049834,4405550
,,20230622,130136,6-V-26-3-I,31480238,L4,192,6049834,4405551
,,20230622,130136,3-H-22-14-I,31480238,L4,192,6049834,4405552
,,20230622,130136,1-V-5-12-I,31480238,L4,192,6049834,4405553
,,20230622,130136,2-H-6-3-I,31480238,L4,192,6049834,4405554
,,20230622,130136,2-H-11-11-I,32137343,L4,192,6049834,4405555
,,20230622,130136,6-V-39-13-I,31480238,L4,192,6049834,4405556
,,20230622,130136,1-V-12-3-I,31480238,L4,192,6049834,4405557
,,20230622,81545,6-V-5-4-I,31401872,L1,192,,4405558
,,20230622,72919,3-V-14-2-I,31401872,L1,192,,4405559
,,20230622,71723,6-V-17-6-I,31401872,L1,192,,4405560
,,20230622,71229,3-V-6-12-I,31401872,L1,192,,4405561
,,20230622,74152,3-H-19-13-I,31401872,L1,192,,4405562
,,20230622,143852,1-H-12-8-Y,982754,K1,30000,3510389,4405563
,,20230622,143852,4-H-18-5-I,982776,K1,15000,3510390,4405564
,,20230622,143852,4-H-18-1-I,982776,K1,15000,3510390,4405565
,,20230622,143851,4-H-7-9-I,987962,L1,9000,3510429,4405566
,,20230622,143851,3-H-23-1-I,987962,L1,9000,3510429,4405567
,,20230622,143851,2-H-31-10-I,31375607,L4,4160,3510430,4405568
,,20230622,143851,2-V-20-2-I,31375607,L1,910,3510430,4405569
,,20230622,143850,1-H-14-9-Y,982819,K1,3750,3510743,4405570
,,20230622,143851,4-V-25-4-Y,982757,K1,4000,3510744,4405571
,,20230622,143852,2-H-26-13-I,982758,K2,36000,3510839,4405572
,,20230622,143852,3-H-15-4-I,982758,K2,13800,3510839,4405573
,,20230622,135342,3-H-36-2-I,30624600,K1,3600,3511122,4405574
,,20230622,135342,2-H-16-11-Y,30624600,K1,3600,3511122,4405575
,,20230622,135342,6-H-20-4-Y,30624600,K1,3600,3511122,4405576
,,20230622,135342,3-V-32-12-I,30624600,K1,3600,3511122,4405577
,,20230622,135342,6-H-25-5-I,30624600,K1,3600,3511122,4405578
,,20230622,135342,3-H-16-5-Y,30624600,K1,3600,3511122,4405579
,,20230622,135342,3-V-7-6-Y,30624600,K1,3600,3511122,4405580
,,20230622,135342,2-V-14-1-I,30624600,K1,3600,3511122,4405581
,,20230622,135342,1-H-23-10-Y,30624600,K1,2760,3511122,4405582
,,20230622,100114,5-H-20-10-I,32213851,L2,960,24625154,4405583
,,20230622,100123,4-H-42-7-I,32290190,L4,192,24625155,4405584
,,20230622,164349,3-V-4-8-I,32240065,L2,96,,4405585
,,20230622,190917,3-V-39-8-I,31459815,L3,12,78138542,4405586
,,20230622,190917,2-H-40-11-I,31459815,L3,12,78138542,4405587
,,20230622,190917,5-H-18-3-I,31459815,L3,12,78138542,4405588
,,20230622,190917,5-H-37-13-I,31459815,L3,12,78138542,4405589
,,20230622,190917,5-H-37-12-I,31459815,L3,12,78138542,4405590
,,20230622,190917,2-V-40-11-I,31459815,L3,12,78138542,4405591
,,20230622,190917,4-V-15-10-I,31459815,L3,12,78138542,4405592
,,20230622,190917,2-H-14-3-I,31459815,L3,12,78138542,4405593
,,20230622,190917,5-V-37-13-I,31459815,L3,12,78138542,4405594
,,20230622,190917,3-H-3-4-I,31459815,L3,12,78138542,4405595
,,20230622,190917,5-H-3-4-I,31459815,L3,12,78138542,4405596
,,20230622,190917,2-H-40-12-I,31459815,L3,12,78138542,4405597
,,20230622,190917,1-H-16-3-I,31459815,L3,12,78138542,4405598
,,20230622,190918,2-V-40-12-I,31459815,L3,12,78138542,4405599
,,20230622,190918,5-H-15-5-I,31459815,L3,12,78138542,4405600
,,20230622,190918,1-V-20-10-I,31459815,L3,12,78138542,4405601
,,20230622,190918,3-H-5-6-I,31459815,L3,12,78138542,4405602
,,20230622,190918,2-H-25-9-I,31459815,L3,12,78138542,4405603
,,20230622,190918,5-V-37-14-I,31459815,L3,12,78138542,4405604
,,20230622,190918,3-V-15-3-I,31459815,L3,12,78138542,4405605
,,20230622,190918,4-V-33-3-I,31459815,L3,12,78138542,4405606
,,20230622,190918,2-V-34-10-I,31459815,L3,12,78138542,4405607
,,20230622,190918,4-H-13-9-I,31459815,L3,12,78138542,4405608
,,20230622,190918,1-V-9-14-I,31459815,L3,12,78138542,4405609
,,20230622,190918,5-V-16-11-I,31459815,L3,12,78138542,4405610
,,20230622,190918,2-V-40-6-I,31459815,L3,12,78138542,4405611
,,20230622,190918,5-V-37-11-I,31459815,L3,12,78138542,4405612
,,20230622,190918,2-H-14-13-I,31459815,L3,12,78138542,4405613
,,20230622,190918,5-H-13-2-I,31459815,L3,12,78138542,4405614
,,20230622,190918,3-H-13-9-I,31459815,L3,12,78138542,4405615
,,20230622,190918,5-V-16-14-I,31459815,L3,12,78138542,4405616
,,20230622,190918,2-H-23-5-I,31459815,L3,12,78138542,4405617
,,20230622,190919,1-V-15-10-I,31459815,L3,12,78138542,4405618
,,20230622,190919,1-V-15-12-I,31459815,L3,12,78138542,4405619
,,20230622,190919,2-V-23-8-I,31459815,L3,12,78138542,4405620
,,20230622,190919,3-H-18-13-I,31459815,L3,12,78138542,4405621
,,20230622,190919,6-V-38-10-I,31459815,L3,12,78138542,4405622
,,20230622,190919,2-H-40-13-I,31459815,L3,12,78138542,4405623
,,20230622,190919,5-H-16-11-I,32257802,L4,24,78138545,4405624
,,20230622,190919,2-H-19-11-I,32257802,L4,24,78138545,4405625
,,20230622,190919,5-V-40-1-I,32257802,L4,24,78138545,4405626
,,20230622,190919,3-V-1-13-I,32257802,L4,24,78138545,4405627
,,20230622,190920,1-V-37-13-I,32257802,L4,24,78138545,4405628
,,20230622,190920,1-V-1-10-I,32257802,L4,24,78138545,4405629
,,20230622,190920,2-V-4-7-I,32257802,L4,24,78138545,4405630
,,20230622,190920,2-V-6-12-I,32257802,L4,24,78138545,4405631
,,20230622,190920,6-V-43-2-I,32257802,L4,24,78138545,4405632
,,20230622,190920,5-V-14-6-I,32257802,L4,24,78138545,4405633
,,20230622,190920,5-H-6-9-I,32257802,L4,24,78138545,4405634
,,20230622,190921,3-V-32-1-I,32361308,L4,24,78138546,4405635
,,20230622,190921,3-H-23-3-I,32361308,L4,24,78138546,4405636
,,20230622,190921,6-H-19-14-I,32361308,L4,24,78138546,4405637
,,20230622,190921,3-V-32-10-I,32361308,L4,24,78138546,4405638
,,20230622,190921,1-H-7-9-I,32361308,L4,24,78138546,4405639
,,20230622,102253,2-V-20-6-Y,31401241,K2,15000,85491144,4405640
,,20230622,102253,6-H-6-8-Y,31401241,K2,15000,85491144,4405641
,,20230622,102253,6-H-23-7-I,32267625,L3,5400,85491145,4405642
,,20230622,102253,3-H-16-1-I,32267625,L3,5400,85491145,4405643
,,20230622,102253,5-H-16-2-I,32267625,L3,5400,85491145,4405644
,,20230622,102253,4-V-11-14-I,32267625,L4,5400,85491145,4405645
,,20230622,102253,5-H-13-5-I,32267625,L3,5400,85491145,4405646
,,20230622,102253,5-V-25-5-I,32267625,L3,5400,85491145,4405647
,,20230622,102253,6-H-26-13-I,32267625,L3,5400,85491145,4405648
,,20230622,91255,1-V-22-1-I,31460457,L3,957,683774,4405649
,,20230622,91255,6-V-21-11-I,31460457,L3,957,683774,4405650
,,20230622,91255,3-H-24-4-I,31460457,L3,957,683774,4405651
,,20230622,91255,2-H-5-5-I,31460457,L3,957,683774,4405652
,,20230622,91255,3-H-22-6-I,31460457,L3,957,683774,4405653
,,20230622,140634,1-V-11-1-I,32232813,L4,18,876423,4405654
,,20230622,140634,4-V-36-6-I,32232813,L4,18,876423,4405655
,,20230622,140634,6-H-24-11-I,32232813,L4,18,876423,4405656
,,20230622,140634,2-V-10-12-I,32232813,L4,18,876423,4405657
,,20230622,140634,4-H-1-7-I,32232813,L4,18,876423,4405658
,,20230622,140634,4-V-36-2-I,32232813,L4,18,876423,4405659
,,20230622,140634,3-V-17-9-I,32232813,L4,18,876423,4405660
,,20230622,140634,5-V-34-6-I,32232813,L4,18,876423,4405661
,,20230622,140634,2-V-26-10-I,32232813,L4,18,876423,4405662
,,20230622,140634,5-V-21-12-I,32232813,L4,18,876423,4405663
,,20230622,140634,6-V-25-11-I,32232813,L4,18,876423,4405664
,,20230622,140634,3-V-15-10-I,32232813,L4,18,876423,4405665
,,20230622,140634,6-H-18-6-I,32232813,L4,18,876423,4405666
,,20230622,140634,4-H-34-11-I,32232813,L4,18,876423,4405667
,,20230622,140634,2-V-30-3-I,32232813,L4,18,876423,4405668
,,20230622,140634,6-V-17-9-I,32232813,L4,18,876423,4405669
,,20230622,140634,5-V-25-10-I,32232813,L4,18,876423,4405670
,,20230622,140634,6-V-32-1-I,32232813,L4,18,876423,4405671
,,20230622,140635,5-V-24-1-I,32232813,L4,18,876423,4405672
,,20230622,140230,6-V-38-13-I,32249129,L3,768,53748484,4405673
,,20230622,140230,3-H-39-11-I,32249129,L3,768,53748484,4405674
,,20230622,140230,3-H-27-12-I,32249129,L3,768,53748484,4405675
,,20230622,140230,1-H-15-5-I,32249129,L3,768,53748484,4405676
,,20230622,140229,3-V-14-11-I,31460293,L3,576,53748562,4405677
,,20230622,140229,3-V-9-3-I,31460293,L3,576,53748562,4405678
,,20230622,140229,2-V-13-12-I,31460293,L3,576,53748562,4405679
,,20230622,140229,3-H-9-5-I,31460293,L3,576,53748562,4405680
,,20230622,140229,3-V-39-9-I,31460293,L3,576,53748562,4405681
,,20230622,140229,4-V-32-4-I,31460293,L3,576,53748562,4405682
,,20230622,140229,6-V-39-1-I,31460293,L3,576,53748562,4405683
,,20230622,140229,2-V-41-3-I,32249178,L3,768,53748563,4405684
,,20230622,140229,1-V-18-11-I,32249178,L3,768,53748563,4405685
,,20230622,140229,5-V-15-13-I,32249178,L3,768,53748563,4405686
,,20230622,140230,2-H-41-3-I,32249178,L3,768,53748563,4405687
,,20230622,140230,3-V-39-11-I,32249178,L3,768,53748563,4405688
,,20230622,140230,2-H-7-5-I,32249178,L3,768,53748563,4405689
,,20230622,140230,5-H-38-7-I,32249178,L3,768,53748563,4405690
,,20230622,140230,2-H-41-2-I,32249178,L3,768,53748563,4405691
,,20230622,140230,3-V-2-4-I,32249178,L3,768,53748563,4405692
,,20230622,140230,2-V-41-2-I,32249178,L3,768,53748563,4405693
,,20230622,140230,3-H-9-7-I,32249178,L3,768,53748563,4405694
,,20230622,140230,6-V-13-4-I,32249178,L3,768,53748563,4405695
,,20230622,140230,5-V-38-6-I,32249178,L3,768,53748563,4405696
,,20230622,140230,2-V-41-4-I,32249178,L3,768,53748563,4405697
,,20230622,140230,3-H-14-8-I,32249178,L3,768,53748563,4405698
,,20230622,140230,4-H-31-13-I,32249178,L3,768,53748563,4405699
,,20230622,145013,6-V-6-4-Y,31478286,K1,3000,10252233,4405700
,,20230622,125220,4-V-26-11-I,32202461,L4,480,,4405701
,,20230622,120837,1-V-17-14-I,31401489,K1,400,35644465,4405702
,,20230622,120837,3-H-15-2-I,31401489,K1,400,35644465,4405703
,,20230622,120837,4-H-27-8-I,31401489,K1,400,35644465,4405704
,,20230622,120837,5-V-7-6-Y,31401489,K1,400,35644465,4405705
,,20230622,120838,1-V-8-14-Y,31401489,K1,400,35644465,4405706
,,20230622,120838,2-H-13-5-Y,31401489,K1,400,35644465,4405707
,,20230622,120837,5-V-24-8-Y,31430654,K2,400,35648504,4405708
,,20230622,120837,5-H-27-5-Y,31430654,K2,400,35648504,4405709
,,20230622,120838,6-V-19-4-Y,31480621,K2,400,35648503,4405710
,,20230622,120838,3-V-27-7-I,31480621,K2,400,35648503,4405711
,,20230622,120838,1-H-12-8-I,31480621,K2,400,35648503,4405712
,,20230622,120838,6-V-15-12-I,31480621,L3,400,35648503,4405713
,,20230622,120838,2-V-13-14-Y,31480621,K2,400,35648503,4405714
,,20230622,120838,3-H-19-2-I,31480621,K2,400,35648503,4405715
,,20230622,120838,5-V-27-3-Y,31480621,K2,400,35648503,4405716
,,20230622,120838,4-V-25-9-Y,31480621,K2,400,35648503,4405717
,,20230622,120838,1-V-19-9-I,31480621,K2,400,35648503,4405718
,,20230622,82930,6-H-36-9-I,31670230,L3,78,181139,4405719
,,20230622,92653,5-V-20-1-I,31375630,L3,2880,47248011,4405720
,,20230622,92653,5-H-6-10-I,31375630,L3,2880,47248011,4405721
,,20230622,92653,6-V-27-9-I,31375630,L3,2880,47248011,4405722
,,20230622,92653,3-H-21-13-I,31375630,L3,2880,47248011,4405723
,,20230622,92653,5-V-18-10-I,31375630,L3,2880,47248011,4405724
,,20230622,92653,4-V-4-8-I,31375630,L3,2880,47248011,4405725
,,20230622,92653,4-V-5-5-I,31375630,L3,2880,47248011,4405726
,,20230622,92653,6-V-23-12-I,32298548,L3,2880,47248011,4405727
,,20230622,92653,5-H-4-8-I,32298548,L3,2880,47248011,4405728
,,20230622,92653,2-V-6-9-I,32298548,L3,2880,47248011,4405729
,,20230622,92653,4-H-33-12-I,32298550,L3,2880,47248011,4405730
,,20230622,92653,4-H-26-2-I,32298550,L3,2880,47248011,4405731
,,20230622,92653,3-V-15-7-I,32298550,L3,2880,47248011,4405732
,,20230622,120626,1-H-16-10-I,31491736,L2,3600,576061,4405733
,,20230622,160618,3-V-31-14-I,31669129,L2,96,,4405734
,,20230622,155658,6-H-31-10-I,31669129,L2,96,,4405735
,,20230622,160530,1-H-23-11-I,31669129,L2,96,,4405736
,,20230622,155904,3-H-13-12-I,31669129,L2,96,,4405737
,,20230622,160324,2-V-33-6-I,31669129,L2,96,,4405738
,,20230622,155436,6-V-31-8-I,31669129,L2,96,,4405739
,,20230622,160051,2-H-33-3-I,31669129,L2,96,,4405740
,,20230622,155931,3-V-19-9-I,31669129,L2,96,,4405741
,,20230622,160147,4-H-24-13-I,31669129,L2,96,,4405742
,,20230622,160225,4-H-39-9-I,31669129,L2,96,,4405743
,,20230622,160116,6-H-32-1-I,31669129,L2,96,,4405744
,,20230622,160503,4-V-39-10-I,31669129,L2,96,,4405745
,,20230622,154837,2-V-32-11-I,31669129,L2,96,,4405746
,,20230622,154811,6-H-23-2-I,31669129,L2,96,,4405747
,,20230622,172818,3-V-21-8-I,32140080,L3,480,,4405748
,,20230622,74422,6-V-6-2-I,32223288,L4,160,73492463,4405749
,,20230622,74422,1-V-10-11-I,32223288,L4,160,73492463,4405750
,,20230622,74422,1-H-1-11-I,32223288,L4,160,73492463,4405751
,,20230622,74422,3-V-3-10-I,32223288,L4,160,73492463,4405752
,,20230622,74422,5-H-29-1-I,32223288,L4,160,73492463,4405753
,,20230622,74422,5-V-12-11-I,32223288,L4,160,73492463,4405754
,,20230622,74422,4-V-15-12-I,32223288,L4,160,73492463,4405755
,,20230622,74422,4-H-15-1-I,32223288,L4,160,73492463,4405756
,,20230622,74422,5-V-3-12-I,32223288,L4,160,73492463,4405757
,,20230622,74422,4-H-21-1-I,32223288,L4,160,73492463,4405758
,,20230622,74422,6-H-3-11-I,32223288,L4,160,73492463,4405759
,,20230622,74422,3-V-12-10-I,32223288,L4,160,73492463,4405760
,,20230622,74422,3-H-13-8-I,32298981,L1,420,73492462,4405761
,,20230622,74422,5-V-15-11-I,32298981,L1,420,73492462,4405762
,,20230623,121005,1-V-18-8-Y,32213652,K2,1728,45610,4405763
,,20230623,192109,2-V-10-5-I,32380012,K3,72,24641461,4405764
,,20230623,192109,2-H-33-4-I,32380012,K3,72,24641461,4405765
,,20230623,192109,2-V-10-5-Y,32380012,K3,72,24641461,4405766
,,20230623,192109,2-V-28-9-I,32380012,K3,72,24641461,4405767
,,20230623,192109,1-H-21-6-Y,32380012,K3,72,24641461,4405768
,,20230623,192109,4-V-14-4-Y,32380012,K3,72,24641461,4405769
,,20230623,192109,5-H-22-4-Y,32380012,K3,72,24641461,4405770
,,20230623,192109,1-V-18-10-I,32380012,K3,72,24641461,4405771
,,20230623,192109,1-V-21-12-Y,32380012,K3,72,24641461,4405772
,,20230623,192107,1-V-11-9-Y,32380012,K3,72,24652055,4405773
,,20230623,192107,2-V-44-12-Y,32380012,K3,72,24652055,4405774
,,20230623,192107,3-H-25-13-I,32380012,K3,72,24652055,4405775
,,20230623,192107,3-V-27-9-I,32380012,K3,72,24652055,4405776
,,20230623,192107,5-V-23-6-Y,32380012,K3,72,24652055,4405777
,,20230623,192107,2-H-28-10-Y,32380012,K3,72,24652055,4405778
,,20230623,192107,5-V-22-5-Y,32380012,K3,72,24652055,4405779
,,20230623,192107,3-V-25-3-I,32380012,K3,72,24652055,4405780
,,20230623,192108,3-V-34-2-Y,32380012,K3,72,24652055,4405781
,,20230623,192108,2-V-15-14-Y,32380012,K3,72,24652055,4405782
,,20230623,192108,4-V-45-8-Y,32380012,K3,72,24652055,4405783
,,20230623,192108,4-V-24-8-Y,32380012,K3,72,24652055,4405784
,,20230623,192109,6-H-29-6-Y,32380012,K3,72,24641461,4405785
,,20230623,192107,6-V-21-6-I,32380012,K3,72,24652055,4405786
,,20230623,192107,5-H-25-4-Y,32380012,K3,72,24652055,4405787
,,20230623,192107,1-V-9-9-I,32380012,L4,72,24652055,4405788
,,20230623,192107,2-V-28-9-Y,32380012,K3,72,24652055,4405789
,,20230623,192107,3-V-25-3-Y,32380012,K3,72,24652055,4405790
,,20230623,192107,6-V-13-14-Y,32380012,K3,72,24652055,4405791
,,20230623,192107,3-H-25-11-I,32380012,K3,72,24652055,4405792
,,20230623,192107,2-H-27-5-Y,32380012,K3,72,24652055,4405793
,,20230623,192108,5-V-33-5-I,32380012,K3,72,24641461,4405794
,,20230623,192108,4-V-14-4-I,32380012,K3,72,24641461,4405795
,,20230623,192108,5-H-20-7-Y,32380012,K3,72,24641461,4405796
,,20230623,192108,6-V-13-14-I,32380012,K3,72,24641461,4405797
,,20230623,192108,5-H-13-9-Y,32380012,K3,72,24641461,4405798
,,20230623,192108,5-V-24-4-I,32380012,K3,72,24641461,4405799
,,20230623,192108,6-V-18-5-I,32380012,K3,72,24641461,4405800
,,20230623,192108,1-H-11-5-I,32380012,K3,72,24641461,4405801
,,20230623,192108,2-H-28-1-Y,32380012,K3,72,24641461,4405802
,,20230623,192108,4-V-45-7-Y,32380012,K3,72,24641461,4405803
,,20230623,192108,5-V-20-2-I,32380012,K3,72,24641461,4405804
,,20230623,192108,3-H-25-13-Y,32380012,K3,72,24641461,4405805
,,20230623,192108,3-V-27-9-Y,32380012,K3,72,24641461,4405806
,,20230623,192108,4-H-20-8-I,32380012,K3,72,24641461,4405807
,,20230623,192109,6-V-21-6-Y,32380012,K3,72,24641461,4405808
,,20230623,192108,1-V-23-1-Y,32380012,K3,72,24641461,4405809
,,20230623,192109,4-V-15-8-Y,32380012,K3,72,24641461,4405810
,,20230623,192109,6-H-32-4-I,32380012,K3,72,24641461,4405811
,,20230623,192109,6-H-28-9-I,32380012,K3,72,24641461,4405812
,,20230623,192109,2-H-28-1-I,32380012,K3,72,24641461,4405813
,,20230623,192109,6-H-32-9-I,32380012,K3,72,24641461,4405814
,,20230623,192109,4-V-16-11-Y,32380012,K3,72,24641461,4405815
,,20230623,192109,6-V-18-5-Y,32380012,K3,72,24641461,4405816
,,20230623,192109,4-V-16-11-I,32380012,K3,72,24641461,4405817
,,20230623,192108,3-V-35-9-Y,32380012,K3,72,24641461,4405818
,,20230623,192108,1-H-24-5-Y,32380012,K3,72,24641461,4405819
,,20230623,192108,3-H-25-11-Y,32380012,K3,72,24641461,4405820
,,20230623,192108,4-V-12-13-Y,32380012,K3,72,24641461,4405821
,,20230623,141058,3-H-30-7-I,30624471,K1,9000,3511557,4405822
,,20230623,141058,1-V-25-3-I,30624471,K1,9000,3511557,4405823
,,20230623,141058,2-H-21-1-Y,30624471,K1,9000,3511557,4405824
,,20230623,141058,6-H-10-1-I,30624471,K1,5100,3511557,4405825
,,20230623,110500,1-H-20-7-I,32249217,L3,96,82599504,4405826
,,20230623,110500,5-H-8-5-I,32249217,L3,96,82599504,4405827
