B9401.KOLLIUTS,B9401.KOLLINR,B9401.SKAPDAT,B9401.SKAPTIM,B9401.FRDPLATS,B9403.ARTNR,B9401.EMBTYP,B9403.ARTANT,B9403.PACKNR
BHD8A,124229673,20230622,125602,1-H-27-6-I,32380012,K3,72,24643790
BHD8A,124231450,20230622,125602,1-H-25-7-Y,32380012,K3,72,24643790
BHD8A,124527730,20230622,125602,4-V-25-5-I,32380012,K3,72,24643790
BHD8A,124528957,20230622,125602,2-H-38-10-Y,32380012,K3,72,24643790
BHD8A,124529126,20230622,125602,3-V-4-4-I,32380012,K3,72,24643790
BHFCA,5526641,20230622,115434,5-H-24-11-I,31480478,L4,368,410511
BHFCA,5527732,20230622,115434,1-V-3-10-I,32224651,L4,512,410511
BHFCA,5529506,20230622,115434,2-H-6-1-I,31480478,L4,368,410511
BHFCA,5531087,20230622,115434,2-V-26-3-I,31480478,L4,368,410511
BHFCA,5531826,20230622,115434,4-V-44-6-I,31321050,L4,1120,410511
BHFCA,5532003,20230622,115434,1-H-19-5-I,32138710,L3,36,410511
BHFCA,5532004,20230622,115434,6-H-32-5-I,32138710,L3,36,410511
BHFCA,5532014,20230622,115434,3-V-33-14-I,32138710,L3,36,410511
BHFCA,5532024,20230622,115434,6-V-32-5-I,32138710,L3,36,410511
BHFCA,5532699,20230622,115434,2-H-34-4-I,32138710,L3,36,410511
BHFCA,5533533,20230622,115434,2-H-24-5-I,32138710,L3,36,410511
BHFCA,5539336,20230622,115435,4-V-5-3-I,31430929,L4,384,410511
BHFCA,5540370,20230622,115435,4-V-38-1-I,32257808,L4,48,410511
BHFCA,5540957,20230622,115435,3-H-38-2-I,32257808,L4,48,410511
BHFCA,5541187,20230622,115435,4-H-43-12-I,32257808,L4,48,410511
BHFCA,5541356,20230622,115435,6-V-43-3-I,32257808,L4,48,410511
BHFCA,5541544,20230622,115435,2-V-40-1-I,32257808,L4,48,410511
BHFCA,5542118,20230622,115435,2-V-17-3-I,32257808,L4,48,410511
BHFCA,5542814,20230622,115435,2-V-46-7-I,32257808,L4,48,410511
BHFCA,5543216,20230622,115435,2-H-8-12-I,32257808,L4,48,410511
BHFCA,5543354,20230622,115435,5-H-24-13-I,31430929,L4,384,410511
BHFCA,5543719,20230622,115435,2-V-7-7-I,32257808,L4,48,410511
BHFCA,5543987,20230622,115435,1-H-32-1-I,32257808,L4,48,410511
BHFCA,5544251,20230622,115435,1-V-28-10-I,32257808,L4,48,410511
BHFCA,5545674,20230622,115435,6-V-42-9-I,31430929,L4,384,410511
BHFCA,5545707,20230622,115435,6-H-45-9-I,32257808,L4,48,410511
BHFCA,5546242,20230622,115435,3-H-27-10-I,32257808,L4,48,410511
BHFCA,5546439,20230622,115435,1-H-30-3-I,32257808,L4,48,410511
BHFCA,5550568,20230622,115434,4-V-26-6-I,32138711,L3,90,410511
BHFCA,5550569,20230622,115434,2-V-31-14-I,32138711,L3,90,410511
BHFCA,5554332,20230622,115435,3-H-2-10-I,31430929,L4,384,410511
BHFCA,5555273,20230622,115434,5-V-32-13-I,32138711,L3,90,410511
BQ2DA,17214828,20230622,113029,1-V-44-6-I,31430611,L4,1600,50143855
BQ2DA,17214829,20230622,113029,5-V-7-9-I,31460297,L4,1120,50143855
BQ2DA,17214894,20230622,113029,1-V-44-7-I,31430611,L4,1600,50143855
BQ2DA,17214895,20230622,113029,1-V-44-11-I,31430611,L4,1600,50143855
BQ2DA,17214960,20230622,113029,4-H-33-14-I,31493570,L4,3456,50143855
BQ2DA,17214961,20230622,113029,6-H-10-7-I,32240561,L4,2304,50143855
BQ2HA,2832084,20230622,120115,6-V-24-8-I,31480325,L3,18,5037983
BQ2XA,30184614,20230622,131647,5-H-1-6-I,31316041,L4,2400,375315
BQ3EA,2401808,20230622,155832,3-V-37-9-I,32222463,L4,216,23777
BQ3EA,2401811,20230622,155832,4-V-45-10-I,32222463,L4,216,23777
BQ3EA,2401812,20230622,155833,2-V-36-13-Y,32335240,K2,960,23777
BQ3EA,2401823,20230622,155833,3-H-35-10-I,32298500,L3,180,23777
BQ3EA,2401824,20230622,155833,1-V-16-8-I,32298500,L3,180,23777
BQ3EA,2401825,20230622,155833,5-H-34-2-I,32298500,L3,180,23777
BQ3EA,2401826,20230622,155833,2-V-36-12-I,32298500,L3,180,23777
BQ3EA,2401827,20230622,155833,6-H-34-3-I,32298500,L3,180,23777
BQ3EA,2401829,20230622,155833,5-V-33-10-I,32298499,L3,180,23777
BQ3EA,2401830,20230622,155833,5-V-34-10-I,32298499,L3,180,23777
BQ3EA,2401831,20230622,155833,3-H-11-11-I,32298499,L3,180,23777
BQ3EA,2401833,20230622,155833,4-H-42-11-I,32298499,L3,180,23777
BQ3EA,2401834,20230622,155833,6-V-23-1-I,32298499,L3,180,23777
BQ3EA,2402037,20230622,113953,6-V-25-5-I,32298514,L2,192,23792
BQ3EA,2402038,20230622,113953,2-V-31-8-I,32298514,L2,192,23792
BQ9CC,28668064,20230622,103249,5-H-29-8-I,31459811,L1,480,753982
BQAGA,822895461,20230622,93146,2-V-42-3-I,32249270,L4,128,87271337
BQAGA,823040388,20230622,93146,6-V-7-1-I,32140082,L4,480,87271337
BQAGA,823041105,20230622,93145,2-H-20-3-I,31491816,L2,1120,87271337
BQAGA,823046531,20230622,93145,1-V-38-2-I,32249851,L4,1600,87271337
C7Q2D,85985829,20230622,130734,3-H-39-9-I,30624532,K1,480,
C7Q2D,85985830,20230622,130806,3-V-28-6-Y,30624532,K1,1200,
C7Q2D,85985831,20230622,130835,6-V-28-8-Y,30624532,K1,1200,
C7Q2D,85985832,20230622,130911,3-V-16-12-Y,30624532,K1,1200,
C7Q2D,85985833,20230622,131316,1-V-18-6-Y,30624532,K1,1200,
C7Q2D,85985834,20230622,131223,3-H-15-5-I,30624532,K1,1200,
C7Q2D,85985836,20230622,130857,6-H-18-7-Y,30624532,K1,1200,
C7Q2D,85986689,20230622,131341,6-H-24-4-I,30624532,K1,1200,
C7Q2D,85986690,20230622,130822,4-H-22-13-I,30624532,K1,1200,
C7Q2D,85986691,20230622,131131,3-V-10-4-I,30624532,K1,1200,
CH1BB,2823845,20230622,130135,3-V-27-13-I,31401869,L4,640,6049834
CH1BB,2823846,20230622,130135,4-H-18-3-I,31401869,L4,640,6049834
CH1BB,2823847,20230622,130135,6-H-3-14-I,31401869,L4,640,6049834
CH1BB,2835507,20230622,130136,4-H-18-2-I,31480238,L4,192,6049834
CH1BB,2835798,20230622,130136,6-H-28-14-I,31480238,L4,192,6049834
CH1BB,2836520,20230622,130136,1-H-3-9-I,31480238,L4,192,6049834
CH1BB,2836583,20230622,130136,2-H-46-14-I,31480238,L4,192,6049834
CH1BB,2836615,20230622,130135,5-V-9-11-I,31401869,L4,640,6049834
CH1BB,2836619,20230622,130136,1-V-16-2-I,31480238,L4,192,6049834
CH1BB,2836731,20230622,130135,1-V-11-11-I,32137343,L4,192,6049834
CH1BB,2836785,20230622,130135,5-V-25-12-I,32137343,L4,192,6049834
CH1BB,2837055,20230622,130136,6-V-26-3-I,31480238,L4,192,6049834
CH1BB,2837056,20230622,130136,3-H-22-14-I,31480238,L4,192,6049834
CH1BB,2837316,20230622,130136,1-V-5-12-I,31480238,L4,192,6049834
CH1BB,2837317,20230622,130136,2-H-6-3-I,31480238,L4,192,6049834
CH1BB,2838626,20230622,130136,2-H-11-11-I,32137343,L4,192,6049834
CH1BB,2839100,20230622,130136,6-V-39-13-I,31480238,L4,192,6049834
CH1BB,2840398,20230622,130136,1-V-12-3-I,31480238,L4,192,6049834
CKL7A,71227,20230622,81545,6-V-5-4-I,31401872,L1,192,
CKL7A,142131280,20230622,72919,3-V-14-2-I,31401872,L1,192,
CKL7A,142136029,20230622,71723,6-V-17-6-I,31401872,L1,192,
CKL7A,142136216,20230622,71229,3-V-6-12-I,31401872,L1,192,
CKL7A,142171533,20230622,74152,3-H-19-13-I,31401872,L1,192,
D07FB,506879250,20230622,143852,1-H-12-8-Y,982754,K1,30000,3510389
D07FB,506879284,20230622,143852,4-H-18-5-I,982776,K1,15000,3510390
D07FB,506879285,20230622,143852,4-H-18-1-I,982776,K1,15000,3510390
D07FB,506880983,20230622,143851,4-H-7-9-I,987962,L1,9000,3510429
D07FB,506880984,20230622,143851,3-H-23-1-I,987962,L1,9000,3510429
D07FB,506881111,20230622,143851,2-H-31-10-I,31375607,L4,4160,3510430
D07FB,506881178,20230622,143851,2-V-20-2-I,31375607,L1,910,3510430
D07FB,506889811,20230622,143850,1-H-14-9-Y,982819,K1,3750,3510743
D07FB,506889841,20230622,143851,4-V-25-4-Y,982757,K1,4000,3510744
D07FB,506895319,20230622,143852,2-H-26-13-I,982758,K2,36000,3510839
D07FB,506895385,20230622,143852,3-H-15-4-I,982758,K2,13800,3510839
D07FB,506903251,20230622,135342,3-H-36-2-I,30624600,K1,3600,3511122
D07FB,506903252,20230622,135342,2-H-16-11-Y,30624600,K1,3600,3511122
D07FB,506903253,20230622,135342,6-H-20-4-Y,30624600,K1,3600,3511122
D07FB,506903254,20230622,135342,3-V-32-12-I,30624600,K1,3600,3511122
D07FB,506903255,20230622,135342,6-H-25-5-I,30624600,K1,3600,3511122
D07FB,506903256,20230622,135342,3-H-16-5-Y,30624600,K1,3600,3511122
D07FB,506903257,20230622,135342,3-V-7-6-Y,30624600,K1,3600,3511122
D07FB,506903258,20230622,135342,2-V-14-1-I,30624600,K1,3600,3511122
D07FB,506903523,20230622,135342,1-H-23-10-Y,30624600,K1,2760,3511122
D0DBE,147207960,20230622,100114,5-H-20-10-I,32213851,L2,960,24625154
D0DBE,393006932,20230622,100123,4-H-42-7-I,32290190,L4,192,24625155
D0SAA,839840,20230622,164349,3-V-4-8-I,32240065,L2,96,
D0SAC,51047417,20230622,190917,3-V-39-8-I,31459815,L3,12,78138542
D0SAC,51047418,20230622,190917,2-H-40-11-I,31459815,L3,12,78138542
D0SAC,51047421,20230622,190917,5-H-18-3-I,31459815,L3,12,78138542
D0SAC,51047422,20230622,190917,5-H-37-13-I,31459815,L3,12,78138542
D0SAC,51047423,20230622,190917,5-H-37-12-I,31459815,L3,12,78138542
D0SAC,51047424,20230622,190917,2-V-40-11-I,31459815,L3,12,78138542
D0SAC,51047525,20230622,190917,4-V-15-10-I,31459815,L3,12,78138542
D0SAC,51047526,20230622,190917,2-H-14-3-I,31459815,L3,12,78138542
D0SAC,51047527,20230622,190917,5-V-37-13-I,31459815,L3,12,78138542
D0SAC,51047530,20230622,190917,3-H-3-4-I,31459815,L3,12,78138542
D0SAC,51047531,20230622,190917,5-H-3-4-I,31459815,L3,12,78138542
D0SAC,51047532,20230622,190917,2-H-40-12-I,31459815,L3,12,78138542
D0SAC,51047533,20230622,190917,1-H-16-3-I,31459815,L3,12,78138542
D0SAC,51047534,20230622,190918,2-V-40-12-I,31459815,L3,12,78138542
D0SAC,51047535,20230622,190918,5-H-15-5-I,31459815,L3,12,78138542
D0SAC,51047536,20230622,190918,1-V-20-10-I,31459815,L3,12,78138542
D0SAC,51047537,20230622,190918,3-H-5-6-I,31459815,L3,12,78138542
D0SAC,51047538,20230622,190918,2-H-25-9-I,31459815,L3,12,78138542
D0SAC,51047539,20230622,190918,5-V-37-14-I,31459815,L3,12,78138542
D0SAC,51047540,20230622,190918,3-V-15-3-I,31459815,L3,12,78138542
D0SAC,51047541,20230622,190918,4-V-33-3-I,31459815,L3,12,78138542
D0SAC,51047542,20230622,190918,2-V-34-10-I,31459815,L3,12,78138542
D0SAC,51047543,20230622,190918,4-H-13-9-I,31459815,L3,12,78138542
D0SAC,51047544,20230622,190918,1-V-9-14-I,31459815,L3,12,78138542
D0SAC,51047545,20230622,190918,5-V-16-11-I,31459815,L3,12,78138542
D0SAC,51047550,20230622,190918,2-V-40-6-I,31459815,L3,12,78138542
D0SAC,51047551,20230622,190918,5-V-37-11-I,31459815,L3,12,78138542
D0SAC,51047552,20230622,190918,2-H-14-13-I,31459815,L3,12,78138542
D0SAC,51047553,20230622,190918,5-H-13-2-I,31459815,L3,12,78138542
D0SAC,51047554,20230622,190918,3-H-13-9-I,31459815,L3,12,78138542
D0SAC,51047555,20230622,190918,5-V-16-14-I,31459815,L3,12,78138542
D0SAC,51047556,20230622,190918,2-H-23-5-I,31459815,L3,12,78138542
D0SAC,51047557,20230622,190919,1-V-15-10-I,31459815,L3,12,78138542
D0SAC,51047558,20230622,190919,1-V-15-12-I,31459815,L3,12,78138542
D0SAC,51047559,20230622,190919,2-V-23-8-I,31459815,L3,12,78138542
D0SAC,51047560,20230622,190919,3-H-18-13-I,31459815,L3,12,78138542
D0SAC,51047561,20230622,190919,6-V-38-10-I,31459815,L3,12,78138542
D0SAC,51047562,20230622,190919,2-H-40-13-I,31459815,L3,12,78138542
D0SAC,51048211,20230622,190919,5-H-16-11-I,32257802,L4,24,78138545
D0SAC,51048213,20230622,190919,2-H-19-11-I,32257802,L4,24,78138545
D0SAC,51048214,20230622,190919,5-V-40-1-I,32257802,L4,24,78138545
D0SAC,51048219,20230622,190919,3-V-1-13-I,32257802,L4,24,78138545
D0SAC,51048232,20230622,190920,1-V-37-13-I,32257802,L4,24,78138545
D0SAC,51048236,20230622,190920,1-V-1-10-I,32257802,L4,24,78138545
D0SAC,51048238,20230622,190920,2-V-4-7-I,32257802,L4,24,78138545
D0SAC,51048241,20230622,190920,2-V-6-12-I,32257802,L4,24,78138545
D0SAC,51048243,20230622,190920,6-V-43-2-I,32257802,L4,24,78138545
D0SAC,51048244,20230622,190920,5-V-14-6-I,32257802,L4,24,78138545
D0SAC,51048245,20230622,190920,5-H-6-9-I,32257802,L4,24,78138545
D0SAC,51048251,20230622,190921,3-V-32-1-I,32361308,L4,24,78138546
D0SAC,51048254,20230622,190921,3-H-23-3-I,32361308,L4,24,78138546
D0SAC,51048255,20230622,190921,6-H-19-14-I,32361308,L4,24,78138546
D0SAC,51048256,20230622,190921,3-V-32-10-I,32361308,L4,24,78138546
D0SAC,51048257,20230622,190921,1-H-7-9-I,32361308,L4,24,78138546
D19CF,506873826,20230622,102253,2-V-20-6-Y,31401241,K2,15000,85491144
D19CF,506873938,20230622,102253,6-H-6-8-Y,31401241,K2,15000,85491144
D19CF,506874069,20230622,102253,6-H-23-7-I,32267625,L3,5400,85491145
D19CF,506879054,20230622,102253,3-H-16-1-I,32267625,L3,5400,85491145
D19CF,506879531,20230622,102253,5-H-16-2-I,32267625,L3,5400,85491145
D19CF,506879615,20230622,102253,4-V-11-14-I,32267625,L4,5400,85491145
D19CF,506880188,20230622,102253,5-H-13-5-I,32267625,L3,5400,85491145
D19CF,506880438,20230622,102253,5-V-25-5-I,32267625,L3,5400,85491145
D19CF,506880761,20230622,102253,6-H-26-13-I,32267625,L3,5400,85491145
D1E4A,321441665,20230622,91255,1-V-22-1-I,31460457,L3,957,683774
D1E4A,321441666,20230622,91255,6-V-21-11-I,31460457,L3,957,683774
D1E4A,321441667,20230622,91255,3-H-24-4-I,31460457,L3,957,683774
D1E4A,321441668,20230622,91255,2-H-5-5-I,31460457,L3,957,683774
D1E4A,321441669,20230622,91255,3-H-22-6-I,31460457,L3,957,683774
D36ZC,876423001,20230622,140634,1-V-11-1-I,32232813,L4,18,876423
D36ZC,876423002,20230622,140634,4-V-36-6-I,32232813,L4,18,876423
D36ZC,876423003,20230622,140634,6-H-24-11-I,32232813,L4,18,876423
D36ZC,876423004,20230622,140634,2-V-10-12-I,32232813,L4,18,876423
D36ZC,876423005,20230622,140634,4-H-1-7-I,32232813,L4,18,876423
D36ZC,876423007,20230622,140634,4-V-36-2-I,32232813,L4,18,876423
D36ZC,876423008,20230622,140634,3-V-17-9-I,32232813,L4,18,876423
D36ZC,876423009,20230622,140634,5-V-34-6-I,32232813,L4,18,876423
D36ZC,876423010,20230622,140634,2-V-26-10-I,32232813,L4,18,876423
D36ZC,876423011,20230622,140634,5-V-21-12-I,32232813,L4,18,876423
D36ZC,876423012,20230622,140634,6-V-25-11-I,32232813,L4,18,876423
D36ZC,876423013,20230622,140634,3-V-15-10-I,32232813,L4,18,876423
D36ZC,876423014,20230622,140634,6-H-18-6-I,32232813,L4,18,876423
D36ZC,876423015,20230622,140634,4-H-34-11-I,32232813,L4,18,876423
D36ZC,876423016,20230622,140634,2-V-30-3-I,32232813,L4,18,876423
D36ZC,876423017,20230622,140634,6-V-17-9-I,32232813,L4,18,876423
D36ZC,876423019,20230622,140634,5-V-25-10-I,32232813,L4,18,876423
D36ZC,876423020,20230622,140634,6-V-32-1-I,32232813,L4,18,876423
D36ZC,876423021,20230622,140635,5-V-24-1-I,32232813,L4,18,876423
DNHPA,132026146,20230622,140230,6-V-38-13-I,32249129,L3,768,53748484
DNHPA,132026147,20230622,140230,3-H-39-11-I,32249129,L3,768,53748484
DNHPA,132026148,20230622,140230,3-H-27-12-I,32249129,L3,768,53748484
DNHPA,132026149,20230622,140230,1-H-15-5-I,32249129,L3,768,53748484
DNHPA,132026153,20230622,140229,3-V-14-11-I,31460293,L3,576,53748562
DNHPA,132026154,20230622,140229,3-V-9-3-I,31460293,L3,576,53748562
DNHPA,132026155,20230622,140229,2-V-13-12-I,31460293,L3,576,53748562
DNHPA,132026156,20230622,140229,3-H-9-5-I,31460293,L3,576,53748562
DNHPA,132026157,20230622,140229,3-V-39-9-I,31460293,L3,576,53748562
DNHPA,132026158,20230622,140229,4-V-32-4-I,31460293,L3,576,53748562
DNHPA,132026159,20230622,140229,6-V-39-1-I,31460293,L3,576,53748562
DNHPA,132026713,20230622,140229,2-V-41-3-I,32249178,L3,768,53748563
DNHPA,132026714,20230622,140229,1-V-18-11-I,32249178,L3,768,53748563
DNHPA,132026715,20230622,140229,5-V-15-13-I,32249178,L3,768,53748563
DNHPA,132026717,20230622,140230,2-H-41-3-I,32249178,L3,768,53748563
DNHPA,132026718,20230622,140230,3-V-39-11-I,32249178,L3,768,53748563
DNHPA,132026719,20230622,140230,2-H-7-5-I,32249178,L3,768,53748563
DNHPA,132026720,20230622,140230,5-H-38-7-I,32249178,L3,768,53748563
DNHPA,132026721,20230622,140230,2-H-41-2-I,32249178,L3,768,53748563
DNHPA,132026723,20230622,140230,3-V-2-4-I,32249178,L3,768,53748563
DNHPA,132026724,20230622,140230,2-V-41-2-I,32249178,L3,768,53748563
DNHPA,132026725,20230622,140230,3-H-9-7-I,32249178,L3,768,53748563
DNHPA,132026726,20230622,140230,6-V-13-4-I,32249178,L3,768,53748563
DNHPA,132026727,20230622,140230,5-V-38-6-I,32249178,L3,768,53748563
DNHPA,132026728,20230622,140230,2-V-41-4-I,32249178,L3,768,53748563
DNHPA,132026729,20230622,140230,3-H-14-8-I,32249178,L3,768,53748563
DNHPA,132026730,20230622,140230,4-H-31-13-I,32249178,L3,768,53748563
DSBPA,252233001,20230622,145013,6-V-6-4-Y,31478286,K1,3000,10252233
DTPSA,839824,20230622,125220,4-V-26-11-I,32202461,L4,480,
E510F,168671875,20230622,120837,1-V-17-14-I,31401489,K1,400,35644465
E510F,168671876,20230622,120837,3-H-15-2-I,31401489,K1,400,35644465
E510F,168671877,20230622,120837,4-H-27-8-I,31401489,K1,400,35644465
E510F,168671878,20230622,120837,5-V-7-6-Y,31401489,K1,400,35644465
E510F,168671879,20230622,120838,1-V-8-14-Y,31401489,K1,400,35644465
E510F,168671880,20230622,120838,2-H-13-5-Y,31401489,K1,400,35644465
E510F,168881173,20230622,120837,5-V-24-8-Y,31430654,K2,400,35648504
E510F,168881174,20230622,120837,5-H-27-5-Y,31430654,K2,400,35648504
E510F,168881177,20230622,120838,6-V-19-4-Y,31480621,K2,400,35648503
E510F,168881178,20230622,120838,3-V-27-7-I,31480621,K2,400,35648503
E510F,168881179,20230622,120838,1-H-12-8-I,31480621,K2,400,35648503
E510F,168881180,20230622,120838,6-V-15-12-I,31480621,L3,400,35648503
E510F,168881181,20230622,120838,2-V-13-14-Y,31480621,K2,400,35648503
E510F,168881182,20230622,120838,3-H-19-2-I,31480621,K2,400,35648503
E510F,168881183,20230622,120838,5-V-27-3-Y,31480621,K2,400,35648503
E510F,168881184,20230622,120838,4-V-25-9-Y,31480621,K2,400,35648503
E510F,168881185,20230622,120838,1-V-19-9-I,31480621,K2,400,35648503
ELREA,1097222,20230622,82930,6-H-36-9-I,31670230,L3,78,181139
N718D,10053309,20230622,92653,5-V-20-1-I,31375630,L3,2880,47248011
N718D,10053310,20230622,92653,5-H-6-10-I,31375630,L3,2880,47248011
N718D,10053311,20230622,92653,6-V-27-9-I,31375630,L3,2880,47248011
N718D,10053312,20230622,92653,3-H-21-13-I,31375630,L3,2880,47248011
N718D,10053313,20230622,92653,5-V-18-10-I,31375630,L3,2880,47248011
N718D,10053314,20230622,92653,4-V-4-8-I,31375630,L3,2880,47248011
N718D,10053315,20230622,92653,4-V-5-5-I,31375630,L3,2880,47248011
N718D,10053316,20230622,92653,6-V-23-12-I,32298548,L3,2880,47248011
N718D,10053317,20230622,92653,5-H-4-8-I,32298548,L3,2880,47248011
N718D,10053318,20230622,92653,2-V-6-9-I,32298548,L3,2880,47248011
N718D,10053319,20230622,92653,4-H-33-12-I,32298550,L3,2880,47248011
N718D,10053320,20230622,92653,4-H-26-2-I,32298550,L3,2880,47248011
N718D,10053321,20230622,92653,3-V-15-7-I,32298550,L3,2880,47248011
ND04G,204564412,20230622,120626,1-H-16-10-I,31491736,L2,3600,576061
ND04R,403758849,20230622,160618,3-V-31-14-I,31669129,L2,96,
ND04R,403758867,20230622,155658,6-H-31-10-I,31669129,L2,96,
ND04R,403758876,20230622,160530,1-H-23-11-I,31669129,L2,96,
ND04R,403758885,20230622,155904,3-H-13-12-I,31669129,L2,96,
ND04R,403758894,20230622,160324,2-V-33-6-I,31669129,L2,96,
ND04R,403758903,20230622,155436,6-V-31-8-I,31669129,L2,96,
ND04R,403758912,20230622,160051,2-H-33-3-I,31669129,L2,96,
ND04R,403758930,20230622,155931,3-V-19-9-I,31669129,L2,96,
ND04R,403758948,20230622,160147,4-H-24-13-I,31669129,L2,96,
ND04R,403758957,20230622,160225,4-H-39-9-I,31669129,L2,96,
ND04R,403758966,20230622,160116,6-H-32-1-I,31669129,L2,96,
ND04R,403758975,20230622,160503,4-V-39-10-I,31669129,L2,96,
ND04R,403758984,20230622,154837,2-V-32-11-I,31669129,L2,96,
ND04R,403758993,20230622,154811,6-H-23-2-I,31669129,L2,96,
P68QD,396632582,20230622,172818,3-V-21-8-I,32140080,L3,480,
R151A,34026980,20230622,74422,6-V-6-2-I,32223288,L4,160,73492463
R151A,34027050,20230622,74422,1-V-10-11-I,32223288,L4,160,73492463
R151A,34027072,20230622,74422,1-H-1-11-I,32223288,L4,160,73492463
R151A,34027075,20230622,74422,3-V-3-10-I,32223288,L4,160,73492463
R151A,34027420,20230622,74422,5-H-29-1-I,32223288,L4,160,73492463
R151A,34027471,20230622,74422,5-V-12-11-I,32223288,L4,160,73492463
R151A,34027517,20230622,74422,4-V-15-12-I,32223288,L4,160,73492463
R151A,34027552,20230622,74422,4-H-15-1-I,32223288,L4,160,73492463
R151A,34027600,20230622,74422,5-V-3-12-I,32223288,L4,160,73492463
R151A,34027694,20230622,74422,4-H-21-1-I,32223288,L4,160,73492463
R151A,34027719,20230622,74422,6-H-3-11-I,32223288,L4,160,73492463
R151A,34027731,20230622,74422,3-V-12-10-I,32223288,L4,160,73492463
R151A,34029041,20230622,74422,3-H-13-8-I,32298981,L1,420,73492462
R151A,34033263,20230622,74422,5-V-15-11-I,32298981,L1,420,73492462
AEGX3,51209,20230623,121005,1-V-18-8-Y,32213652,K2,1728,45610
BHD8A,124206404,20230623,192109,2-V-10-5-I,32380012,K3,72,24641461
BHD8A,124207140,20230623,192109,2-H-33-4-I,32380012,K3,72,24641461
BHD8A,124217775,20230623,192109,2-V-10-5-Y,32380012,K3,72,24641461
BHD8A,124219409,20230623,192109,2-V-28-9-I,32380012,K3,72,24641461
BHD8A,124226555,20230623,192109,1-H-21-6-Y,32380012,K3,72,24641461
BHD8A,124226556,20230623,192109,4-V-14-4-Y,32380012,K3,72,24641461
BHD8A,124237462,20230623,192109,5-H-22-4-Y,32380012,K3,72,24641461
BHD8A,124238839,20230623,192109,1-V-18-10-I,32380012,K3,72,24641461
BHD8A,124240614,20230623,192109,1-V-21-12-Y,32380012,K3,72,24641461
BHD8A,124530212,20230623,192107,1-V-11-9-Y,32380012,K3,72,24652055
BHD8A,124530401,20230623,192107,2-V-44-12-Y,32380012,K3,72,24652055
BHD8A,124530430,20230623,192107,3-H-25-13-I,32380012,K3,72,24652055
BHD8A,124535131,20230623,192107,3-V-27-9-I,32380012,K3,72,24652055
BHD8A,124538946,20230623,192107,5-V-23-6-Y,32380012,K3,72,24652055
BHD8A,124538947,20230623,192107,2-H-28-10-Y,32380012,K3,72,24652055
BHD8A,124540223,20230623,192107,5-V-22-5-Y,32380012,K3,72,24652055
BHD8A,124542090,20230623,192107,3-V-25-3-I,32380012,K3,72,24652055
BHD8A,124925516,20230623,192108,3-V-34-2-Y,32380012,K3,72,24652055
BHD8A,124932392,20230623,192108,2-V-15-14-Y,32380012,K3,72,24652055
BHD8A,125301740,20230623,192108,4-V-45-8-Y,32380012,K3,72,24652055
BHD8A,125314771,20230623,192108,4-V-24-8-Y,32380012,K3,72,24652055
BHD8A,126172325,20230623,192109,6-H-29-6-Y,32380012,K3,72,24641461
BHD8A,126975110,20230623,192107,6-V-21-6-I,32380012,K3,72,24652055
BHD8A,126975111,20230623,192107,5-H-25-4-Y,32380012,K3,72,24652055
BHD8A,126976118,20230623,192107,1-V-9-9-I,32380012,L4,72,24652055
BHD8A,126976119,20230623,192107,2-V-28-9-Y,32380012,K3,72,24652055
BHD8A,126976120,20230623,192107,3-V-25-3-Y,32380012,K3,72,24652055
BHD8A,126977024,20230623,192107,6-V-13-14-Y,32380012,K3,72,24652055
BHD8A,126977025,20230623,192107,3-H-25-11-I,32380012,K3,72,24652055
BHD8A,126977026,20230623,192107,2-H-27-5-Y,32380012,K3,72,24652055
BHD8A,130806998,20230623,192108,5-V-33-5-I,32380012,K3,72,24641461
BHD8A,130806999,20230623,192108,4-V-14-4-I,32380012,K3,72,24641461
BHD8A,130807556,20230623,192108,5-H-20-7-Y,32380012,K3,72,24641461
BHD8A,130808073,20230623,192108,6-V-13-14-I,32380012,K3,72,24641461
BHD8A,130808348,20230623,192108,5-H-13-9-Y,32380012,K3,72,24641461
BHD8A,130809232,20230623,192108,5-V-24-4-I,32380012,K3,72,24641461
BHD8A,132218136,20230623,192108,6-V-18-5-I,32380012,K3,72,24641461
BHD8A,132329109,20230623,192108,1-H-11-5-I,32380012,K3,72,24641461
BHD8A,132329301,20230623,192108,2-H-28-1-Y,32380012,K3,72,24641461
BHD8A,132330405,20230623,192108,4-V-45-7-Y,32380012,K3,72,24641461
BHD8A,132331225,20230623,192108,5-V-20-2-I,32380012,K3,72,24641461
BHD8A,132331226,20230623,192108,3-H-25-13-Y,32380012,K3,72,24641461
BHD8A,132336618,20230623,192108,3-V-27-9-Y,32380012,K3,72,24641461
BHD8A,132340588,20230623,192108,4-H-20-8-I,32380012,K3,72,24641461
BHD8A,132340986,20230623,192109,6-V-21-6-Y,32380012,K3,72,24641461
BHD8A,132344856,20230623,192108,1-V-23-1-Y,32380012,K3,72,24641461
BHD8A,132376936,20230623,192109,4-V-15-8-Y,32380012,K3,72,24641461
BHD8A,132376937,20230623,192109,6-H-32-4-I,32380012,K3,72,24641461
BHD8A,132385716,20230623,192109,6-H-28-9-I,32380012,K3,72,24641461
BHD8A,132385717,20230623,192109,2-H-28-1-I,32380012,K3,72,24641461
BHD8A,133040810,20230623,192109,6-H-32-9-I,32380012,K3,72,24641461
BHD8A,133040811,20230623,192109,4-V-16-11-Y,32380012,K3,72,24641461
